,,,,,,,,,SUBNATION_NAME,NAME_CATEGORY_DESC,ELCODE,FAMILY,Scientific Name,Common Name,SNAME [ACIMS],ORIGIN,TreeTime,SeedTime,GCOMNAME,S_RANK,N_RANK,G_RANK,ORIGIN,CURRENT_PRESENCE_ABSENCE,TRACK_STATUS,,,,GNAME
,,,,,,,,,Alberta,Vascular Plant,PDAST3M1W0,Asteraceae,Erigeron humilis,purple fleabane,Erigeron humilis,Native,FALSE,FALSE,Low Fleabane,S3,N5,G5,Native,Present,Do not track,,,,Erigeron humilis
,,,,,,,,,Alberta,Vascular Plant,PDAST3M1Y0,Asteraceae,Erigeron hyssopifolius,wild daisy fleabane,Erigeron hyssopifolius,Native,FALSE,FALSE,Daisy Fleabane,S1,N5,G5,Native,Present,Track all extant and selected historical EOs,,,,Erigeron hyssopifolius
,,,,,,,,,Alberta,Vascular Plant,PDAST3M5W0,Asteraceae,Erigeron lackschewitzii,front-range fleabane,Erigeron lackschewitzii,Native,FALSE,FALSE,Front Range Fleabane,S1,N1,G3,Native,Present,Track all extant and selected historical EOs,,,,Erigeron lackschewitzii
,,,,,,,,,Alberta,Vascular Plant,PDAST3M250,Asteraceae,Erigeron lanatus,woolly fleabane,Erigeron lanatus,Native,FALSE,FALSE,Woolly Fleabane,S3,N4,G4,Native,Present,Track on a watch list only,,,,Erigeron lanatus
,,,,,,,,,Alberta,Vascular Plant,PDASTE1030,Asteraceae,Erigeron lonchophyllus,short-rayed fleabane,Erigeron lonchophyllus,Native,FALSE,FALSE,Short-ray Fleabane,S5,N5,G5,Native,Present,Do not track,,,,Erigeron lonchophyllus
,,,,,,,,,Alberta,Vascular Plant,PDAST3M612,Asteraceae,Erigeron nivalis,snow fleabane,Erigeron nivalis,Native,FALSE,FALSE,Northern Daisy,S3,NNR,G5T4Q,Native,Present,Do not track,,,,Erigeron acris ssp. debilis
,,,,,,,,,Alberta,Vascular Plant,PDAST3M2V0,Asteraceae,Erigeron ochroleucus,buff fleabane,Erigeron ochroleucus,Native,FALSE,FALSE,Buff Fleabane,S1,N2,G5,Native,Present,Track all extant and selected historical EOs,,,,Erigeron ochroleucus
,,,,,,,,,Alberta,Vascular Plant,PDAST3M2V2,Asteraceae,Erigeron ochroleucus var. scribneri,buff fleabane,Erigeron ochroleucus var. scribneri,Native,FALSE,FALSE,Buff Fleabane,S1,N2?,G5T5,Native,Present,Do not track,,,,Erigeron ochroleucus var. scribneri
,,,,,,,,,Alberta,Vascular Plant,PDAST3M300,Asteraceae,Erigeron pallens,pale alpine fleabane,Erigeron pallens,Native,FALSE,FALSE,Pale Fleabane,S3,N4,G4,Native,Present,Do not track,,,,Erigeron pallens
,,,,,,,,,Alberta,Vascular Plant,PDAST3M330,Asteraceae,Erigeron peregrinus,wandering daisy,Erigeron peregrinus,Native,FALSE,FALSE,Subalpine Fleabane,SU,N5,G5,Native,Present,Do not track,,,,Erigeron peregrinus
,,,,,Medieval Manor Gardens,Edmonton Native Plant Society,Prairie Flora Greenhouse,Arnica Wildflowers,Alberta,Vascular Plant,PDAST3M360,Asteraceae,Erigeron philadelphicus,Philadelphia fleabane,Erigeron philadelphicus,Native,FALSE,FALSE,Philadelphia Fleabane,S5,N5,G5,Native,Present,Do not track,,,,Erigeron philadelphicus
,,,,,,,,,Alberta,Vascular Plant,PDAST3M364,Asteraceae,Erigeron philadelphicus var.  philadelphicus,Philadelphia fleabane,Erigeron philadelphicus var.  philadelphicus,Native,FALSE,FALSE,Philadelphia Fleabane,S5,N5,G5T5,Native,Present,Do not track,,,,Erigeron philadelphicus var. philadelphicus
,,,,,,,,,Alberta,Vascular Plant,PDAST3M3G0,Asteraceae,Erigeron pumilus,hairy fleabane,Erigeron pumilus,Native,FALSE,FALSE,Shaggy Fleabane,S3,N5,G5,Native,Present,Do not track,,,,Erigeron pumilus
,,,,,,,,,Alberta,Vascular Plant,PDAST3M3G6,Asteraceae,Erigeron pumilus ssp. pumilus,hairy fleabane,Erigeron pumilus ssp. pumilus,Native,FALSE,FALSE,Shaggy Fleabane,S3,N5,G5T5,Native,Present,Do not track,,,,Erigeron pumilus var. pumilus
,,,,,,,,,Alberta,Vascular Plant,PDAST3M3L0,Asteraceae,Erigeron radicatus,dwarf fleabane,Erigeron radicatus,Native,FALSE,FALSE,Taprooted Fleabane,S3,N2N3,G3G4,Native,Present,Track all extant and selected historical EOs,,,,Erigeron radicatus
,,,,,,,,,Alberta,Vascular Plant,PDAST3M650,Asteraceae,Erigeron speciosus,showy fleabane,Erigeron speciosus,Native,FALSE,FALSE,Aspen Fleabane,S4,N5,G5,Native,Present,Do not track,,,,Erigeron speciosus
,,,,,,,,Arnica Wildflowers,Alberta,Vascular Plant,PDAST3M3W0,Asteraceae,Erigeron strigosus,rough fleabane,Erigeron strigosus,Native,FALSE,FALSE,Daisy Fleabane,S3,N5,G5,Native,Present,Do not track,,,,Erigeron strigosus
,,,,,,,,,Alberta,Vascular Plant,PDAST3M3W2,Asteraceae,Erigeron strigosus var. septentrionalis,rough fleabane,Erigeron strigosus var. septentrionalis,Native,FALSE,FALSE,Daisy Fleabane,SU,NU,G5T5?,Native,Present,Do not track,,,,Erigeron strigosus var. septentrionalis
,,,,,,,,,Alberta,Vascular Plant,PDAST3M3W3,Asteraceae,Erigeron strigosus var. strigosus,rough fleabane,Erigeron strigosus var. strigosus,Native,FALSE,FALSE,Daisy Fleabane,SU,N5,G5T5,Native,Present,Do not track,,,,Erigeron strigosus var. strigosus
,,,,,,,,,Alberta,Vascular Plant,PDAST3M4L0,Asteraceae,Erigeron trifidus,trifid-leaved fleabane,Erigeron trifidus,Native,FALSE,FALSE,Three-lobed Fleabane,S3,N3?,G3?,Native,Present,Track all extant and selected historical EOs,,,,Erigeron trifidus
,,,,,,,,,Alberta,Vascular Plant,PDAST3M5T0,Asteraceae,Erigeron x arthurii,cliff fleabane,Erigeron x arthurii,Native,FALSE,FALSE,Arthur's Fleabane,SU,NNA,GNA,Native,Present,Do not track,,,,Erigeron x arthurii
,,,,,,,,,Alberta,Vascular Plant,PDPGN08090,Polygonaceae,Eriogonum androsaceum,cushion umbrella-plant,Eriogonum androsaceum,Native,FALSE,FALSE,Rock-jasmine Buckwheat,S3,N4,G4,Native,Present,Do not track,,,,Eriogonum androsaceum
,,,,,,,,,Alberta,Vascular Plant,PDPGN08110,Polygonaceae,Eriogonum cernuum,nodding umbrella-plant,Eriogonum cernuum,Native,FALSE,FALSE,Nodding Buckwheat,S3,N2,G5,Native,Present,Track all extant and selected historical EOs,,,,Eriogonum cernuum
,,,,,,,,,Alberta,Vascular Plant,PDPGN08280,Polygonaceae,Eriogonum flavum,yellow umbrella-plant,Eriogonum flavum,Native,FALSE,FALSE,Yellow Buckwheat,S5,N5,G5,Native,Present,Do not track,,,,Eriogonum flavum
,,,,,,,,,Alberta,Vascular Plant,PDPGN08284,Polygonaceae,Eriogonum flavum var. flavum,yellow umbrella-plant,Eriogonum flavum var. flavum,Native,FALSE,FALSE,Yellow Buckwheat,SU,N5,G5T5,Native,Present,Do not track,,,,Eriogonum flavum var. flavum
,,,,,,,,,Alberta,Vascular Plant,PDPGN08283,Polygonaceae,Eriogonum flavum var. piperi,Piper's yellow umbrella-plant,Eriogonum flavum var. piperi,Native,FALSE,FALSE,Piper's Buckwheat,SU,N3N4,G5T4,Native,Present,Do not track,,,,Eriogonum flavum var. piperi
,,,,,,,,,Alberta,Vascular Plant,PDPGN084F0,Polygonaceae,Eriogonum ovalifolium,silver-plant,Eriogonum ovalifolium,Native,FALSE,FALSE,Oval-leaf Buckwheat,S3,N4,G5,Native,Present,Do not track,,,,Eriogonum ovalifolium
,,,,,,,,,Alberta,Vascular Plant,PDPGN084FF,Polygonaceae,Eriogonum ovalifolium var. depressum,silver-plant,Eriogonum ovalifolium var. depressum,Native,FALSE,FALSE,Cushion Buckwheat,SU,NNR,G5T4T5,Native,Present,Do not track,,,,Eriogonum ovalifolium var. depressum
,,,,,,,,,Alberta,Vascular Plant,PDPGN084FH,Polygonaceae,Eriogonum ovalifolium var. purpureum,silver-plant,Eriogonum ovalifolium var. purpureum,Native,FALSE,FALSE,Cushion Buckwheat,SU,NNR,G5T5,Native,Present,Do not track,,,,Eriogonum ovalifolium var. purpureum
,,,,,,,,,Alberta,Vascular Plant,PDPGN084M0,Polygonaceae,Eriogonum pauciflorum,few-flower buckwheat,Eriogonum pauciflorum,Native,FALSE,FALSE,Few-flower Buckwheat,S1,N3,G5,Native,Present,Track all extant and selected historical EOs,,,,Eriogonum pauciflorum
,,,,,,,,,Alberta,Vascular Plant,PDPGN086U0,Polygonaceae,Eriogonum umbellatum,subalpine umbrellaplant,Eriogonum umbellatum,Native,FALSE,FALSE,Sulphur-flower Buckwheat,S3,N4N5,G5,Native,Present,Do not track,,,,Eriogonum umbellatum
,,,,,,,,,Alberta,Vascular Plant,PDPGN086UM,Polygonaceae,Eriogonum umbellatum var. majus,subalpine umbrellaplant,Eriogonum umbellatum var. majus,Native,FALSE,FALSE,Sulphur-flower Buckwheat,S3,N4,G5T5,Native,Present,Do not track,,,,Eriogonum umbellatum var. majus
,,,,,,,,Bearberry Creek Greenhouse,Alberta,Vascular Plant,PMCYP0A030,Cyperaceae,Eriophorum angustifolium,narrowleaf cotton-grass,Eriophorum angustifolium,Native,FALSE,FALSE,Narrowleaf Cotton-grass,S5?,N5,G5,Native,Present,Do not track,,,,Eriophorum angustifolium
,,,,,,,,,Alberta,Vascular Plant,PMCYP0A040,Cyperaceae,Eriophorum brachyantherum,close-sheathed cotton grass,Eriophorum brachyantherum,Native,FALSE,FALSE,Short-anther Cotton-grass,S4,N5,G5,Native,Present,Do not track,,,,Eriophorum brachyantherum
,,,,,,,,,Alberta,Vascular Plant,PMCYP0A050,Cyperaceae,Eriophorum callitrix,beautiful cotton grass,Eriophorum callitrix,Native,FALSE,FALSE,Sheathed Cotton-grass,S2,N4N5,G5,Native,Present,Track all extant and selected historical EOs,,,,Eriophorum callitrix
,,,,,,,,,Alberta,Vascular Plant,PMCYP0A060,Cyperaceae,Eriophorum chamissonis,russett cotton grass,Eriophorum chamissonis,Native,FALSE,FALSE,Russet Cotton-grass,S4,N5,G5,Native,Present,Do not track,,,,Eriophorum chamissonis
,,,,,,,,,Alberta,Vascular Plant,PMCYP0A080,Cyperaceae,Eriophorum gracile,slender cotton grass,Eriophorum gracile,Native,FALSE,FALSE,Slender Cotton-grass,S4,N5,G5,Native,Present,Do not track,,,,Eriophorum gracile
,,,,,,,,,Alberta,Vascular Plant,PMCYP0A0A0,Cyperaceae,Eriophorum scheuchzeri,one-spike cotton grass,Eriophorum scheuchzeri,Native,FALSE,FALSE,Scheuchzer's Cotton-grass,S3,N5,G5,Native,Present,Do not track,,,,Eriophorum scheuchzeri
,,,,,,,,,Alberta,Vascular Plant,PMCYP0A0C0,Cyperaceae,Eriophorum vaginatum,sheathed cotton grass,Eriophorum vaginatum,Native,FALSE,FALSE,Tussock Cotton-grass,S5,N5,G5,Native,Present,Do not track,,,,Eriophorum vaginatum
,,,,,,,,,Alberta,Vascular Plant,PMCYP0A0C2,Cyperaceae,Eriophorum vaginatum var. vaginatum,sheathed cotton grass,Eriophorum vaginatum var. vaginatum,Native,FALSE,FALSE,Tussock Cotton-grass,S5,N5,G5T5,Native,Present,Do not track,,,,Eriophorum vaginatum var. vaginatum
,,,,,,,,,Alberta,Vascular Plant,PMCYP0A0E0,Cyperaceae,Eriophorum viridi-carinatum,thin-leaved cotton grass,Eriophorum viridi-carinatum,Native,FALSE,FALSE,Green Keeled Cotton-grass,S4,N5,G5,Native,Present,Do not track,,,,Eriophorum viridicarinatum
,,,,,,,,,Alberta,Vascular Plant,PDGER01040,Geraniaceae,Erodium cicutarium,common storksbill,Erodium cicutarium,Exotic,FALSE,FALSE,Pin Clover,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Erodium cicutarium
,,,,,,,,,Alberta,Vascular Plant,PDGER01041,Geraniaceae,Erodium cicutarium ssp. cicutarium,common storksbill,Erodium cicutarium ssp. cicutarium,Exotic,FALSE,FALSE,Red-stem Stork's-bill,SNA,NNA,GNRTNR,Exotic,Present,Do not track,,,,Erodium cicutarium ssp. cicutarium
,,,,,,,,,Alberta,Vascular Plant,PDBRA14010,Brassicaceae,Eruca vesicaria,garden rocket,Eruca vesicaria,Exotic,FALSE,FALSE,Rocket-salad,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Eruca vesicaria
,,,,,,,,,Alberta,Vascular Plant,PDBRA14011,Brassicaceae,Eruca vesicaria ssp. sativa,garden rocket,Eruca vesicaria ssp. sativa,Exotic,FALSE,FALSE,Rocket-salad,SNA,NNA,GNRTNR,Exotic,Present,Do not track,,,,Eruca vesicaria ssp. sativa
,,,,,,,,,Alberta,Vascular Plant,PDBRA15010,Brassicaceae,Erucastrum gallicum,dog mustard,Erucastrum gallicum,Exotic,FALSE,FALSE,Common Dogmustard,SNA,NNA,G5,Exotic,Present,Do not track,,,,Erucastrum gallicum
,,,,,,,,,Alberta,Vascular Plant,PDAPI0Z0Q0,Apiaceae,Eryngium planum,cross-thistle,Eryngium planum,Exotic,FALSE,FALSE,Plain Coyote-thistle,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Eryngium planum
,,,,,,,,,Alberta,Vascular Plant,PDBRA16040,Brassicaceae,Erysimum asperum,prairie rocket,Erysimum asperum,Native,FALSE,FALSE,Prairie-rocket Wallflower,S3,N5?,G5,Native,Present,Do not track,,,,Erysimum asperum
,,,,,,,,,Alberta,Vascular Plant,PDBRA16060,Brassicaceae,Erysimum cheiranthoides,wormseed mustard,Erysimum cheiranthoides,Native,FALSE,FALSE,Wormseed Wallflower,S5,N5,G5,Native,Present,Do not track,,,,Erysimum cheiranthoides
,,,,,,,,,Alberta,Vascular Plant,PDBRA160C1,Brassicaceae,Erysimum coarctatum,crowded wormseed mustard,Erysimum coarctatum,Native,FALSE,FALSE,Small-flower Prairie Wallflower,SU,N4N5,G5T4T5,Native,Present,Do not track,,,,Erysimum inconspicuum var. coarctatum
,,,,,,,,,Alberta,Vascular Plant,PDBRA160C0,Brassicaceae,Erysimum inconspicuum,small-flowered rocket,Erysimum inconspicuum,Native,FALSE,FALSE,Small-flower Prairie Wallflower,S5,N5,G5,Native,Present,Do not track,,,,Erysimum inconspicuum
,,,,,,,,,Alberta,Vascular Plant,PDBRA160J0,Brassicaceae,Erysimum pallasii,purple alpine rocket,Erysimum pallasii,Native,FALSE,FALSE,Pallas' Wallflower,S3,N4N5,G4G5,Native,Present,Do not track,,,,Erysimum pallasii
,,,,,,,,,Alberta,Vascular Plant,PMLIL0U050,Liliaceae,Erythronium grandiflorum,glacier lily,Erythronium grandiflorum,Native,FALSE,FALSE,Large-flower Yellow Fawnlily,S4,N5,G5,Native,Present,Do not track,,,,Erythronium grandiflorum
,,,,,,,,,Alberta,Vascular Plant,PDPAP0A020,Papaveraceae,Eschscholzia californica,California poppy,Eschscholzia californica,Exotic,FALSE,FALSE,California Poppy,SNA,NNA,G4,Exotic,Present,Do not track,,,,Eschscholzia californica
,,,,,,,,,Alberta,Vascular Plant,PDASTEC040,Asteraceae,Eucephalus engelmannii,elegant aster,Eucephalus engelmannii,Native,FALSE,FALSE,Engelmann's Aster,S3,N4,G4G5,Native,Present,Track on a watch list only,,,,Eucephalus engelmannii
,,,,,,,,,Alberta,Vascular Plant,PDEUP0Q010,Euphorbiaceae,Euphorbia agraria,field spurge,Euphorbia agraria,Exotic,FALSE,FALSE,Shining Spurge,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Euphorbia agraria
,,,,,,,,,Alberta,Vascular Plant,PDEUP0Q0L0,Euphorbiaceae,Euphorbia esula,leafy spurge,Euphorbia esula,Exotic,FALSE,FALSE,Leafy Spurge,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Euphorbia esula
,,,,,,,,,Alberta,Vascular Plant,PDEUP0D0Z0,Euphorbiaceae,Euphorbia glyptosperma,ridge-seeded spurge,Euphorbia glyptosperma,Native,FALSE,FALSE,Corrugate-seed Broomspurge,S3,N4N5,G5,Native,Present,Do not track,,,,Chamaesyce glyptosperma
,,,,,,,,,Alberta,Vascular Plant,PDEUP0Q0U0,Euphorbiaceae,Euphorbia helioscopia,wartweed,Euphorbia helioscopia,Exotic,FALSE,FALSE,Summer Spurge,SNA,NNA,G5,Exotic,Present,Do not track,,,,Euphorbia helioscopia
,,,,,,,,,Alberta,Vascular Plant,PDEUP0Q1N0,Euphorbiaceae,Euphorbia peplus,petty spurge,Euphorbia peplus,Exotic,FALSE,FALSE,Petty Spurge,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Euphorbia peplus
,,,,,,,,,Alberta,Vascular Plant,PDEUP0D260,Euphorbiaceae,Euphorbia serpyllifolia,thyme-leaved spurge,Euphorbia serpyllifolia,Native,FALSE,FALSE,Thyme-leaf Broomspurge,S3,N4N5,G5,Native,Present,Do not track,,,,Chamaesyce serpyllifolia
,,,,,,,,,Alberta,Vascular Plant,PDEUP0D262,Euphorbiaceae,Euphorbia serpyllifolia ssp. serpyllifolia,thyme-leaved spurge,Euphorbia serpyllifolia ssp. serpyllifolia,Native,FALSE,FALSE,Thyme-leaf Broomspurge,S3,N4N5,G5T5,Native,Present,Do not track,,,,Chamaesyce serpyllifolia ssp. serpyllifolia
,,,,,,,,,Alberta,Vascular Plant,PDSCR0P050,Scrophulariaceae,Euphrasia hudsoniana,eyebright,Euphrasia hudsoniana,Native,FALSE,FALSE,Hudson's Eyebright,S1,N4N5,G5?,Native,Present,Track all extant and selected historical EOs,,,,Euphrasia hudsoniana
,,,,,,,,,Alberta,Vascular Plant,PDSCR0P0R0,Scrophulariaceae,Euphrasia nemorosa,common eyebright,Euphrasia nemorosa,Exotic,FALSE,FALSE,Common Eyebright,SNA,N5?,G5,Exotic,Present,Do not track,,,,Euphrasia nemorosa
,,,,,,,,,Alberta,Vascular Plant,PDSCR0P0Q0,Scrophulariaceae,Euphrasia subarctica,subarctic eyebright,Euphrasia subarctica,Native,FALSE,FALSE,Arctic Eyebright,S3,N4,G5,Native,Present,Do not track,,,,Euphrasia subarctica
,,,,ALCLA,K&S Growers,Medieval Manor Gardens,Edmonton Native Plant Society,Arnica Wildflowers,Alberta,Vascular Plant,PDASTEB070,Asteraceae,Eurybia conspicua,showy aster,Eurybia conspicua,Native,FALSE,FALSE,Showy Aster,S5,N5,G5,Native,Present,Do not track,,,,Eurybia conspicua
,,,,,,ALCLA,Edmonton Native Plant Society,Arnica Wildflowers,Alberta,Vascular Plant,PDASTEB040,Asteraceae,Eurybia sibirica,Arctic aster,Eurybia sibirica,Native,FALSE,FALSE,Siberian Aster,S5,N5,G5,Native,Present,Do not track,,,,Eurybia sibirica
,,,,,,,,Medieval Manor Gardens,Alberta,Vascular Plant,PDAST3R020,Asteraceae,Euthamia graminifolia,flat-topped goldenrod,Euthamia graminifolia,Native,FALSE,FALSE,Flat-top Fragrant Goldenrod,S4,N5,G5,Native,Present,Do not track,,,,Euthamia graminifolia
,,,,,,,,,Alberta,Vascular Plant,PDBRA05020,Brassicaceae,Eutrema salsugineum,mouse-ear cress,Eutrema salsugineum,Native,FALSE,FALSE,Saltwater Cress,S1,N5?,G5?,Native,Present,Track all extant and selected historical EOs,,,,Arabidopsis salsuginea
,,,,,,Edmonton Native Plant Society,Prairie Flora Greenhouse,Arnica Wildflowers,Alberta,Vascular Plant,PDAST3P140,Asteraceae,Eutrochium maculatum,spotted Joe-pye weed,Eutrochium maculatum,Native,FALSE,FALSE,Spotted Joe-pyeweed,S3,N5,G5,Native,Present,Do not track,,,,Eupatorium maculatum
,,,,,,,,,Alberta,Vascular Plant,PDAST3P141,Asteraceae,Eutrochium maculatum var. bruneri,spotted Joe-pye weed,Eutrochium maculatum var. bruneri,Native,FALSE,FALSE,Bruner's Spotted Joe-pyeweed,S3,N5,G5T5,Native,Present,Do not track,,,,Eupatorium maculatum var. bruneri
,,,,,,,,,Alberta,Vascular Plant,PDPGN09010,Polygonaceae,Fagopyrum esculentum,common buckwheat,Fagopyrum esculentum,Exotic,FALSE,FALSE,Buckwheat,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Fagopyrum esculentum
,,,,,,,,,Alberta,Vascular Plant,PDPGN09020,Polygonaceae,Fagopyrum tataricum,tartary buckwheat,Fagopyrum tataricum,Exotic,FALSE,FALSE,Tartarian Buckwheat,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Fagopyrum tataricum
,,,,,,,,,Alberta,Vascular Plant,PDPGN0L0T0,Polygonaceae,Fallopia convolvulus,wild buckwheat,Fallopia convolvulus,Exotic,FALSE,FALSE,Black Bindweed,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Polygonum convolvulus
,,,,,,,,,Alberta,Vascular Plant,PDPGN0L0U0,Polygonaceae,Fallopia japonica,Japanese knotweed,Fallopia japonica,Exotic,FALSE,FALSE,Japanese Knotweed,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Polygonum cuspidatum
,,,,,,,,,Alberta,Vascular Plant,PDPGN0L250,Polygonaceae,Fallopia scandens,climbing false buckwheat,Fallopia scandens,Exotic,FALSE,FALSE,Climbing False Buckwheat,SNA,N5,G5,Exotic,Present,Do not track,,,,Polygonum scandens
,,,,,,,,,Alberta,Vascular Plant,PMPOA2V020,Poaceae,Festuca altaica,northern rough fescue,Festuca altaica,Native,FALSE,FALSE,Rough Fescue,S3,N5,G5,Native,Present,Do not track,,,,Festuca altaica
,,,,,,,,,Alberta,Vascular Plant,PMPOA2V060,Poaceae,Festuca baffinensis,Arctic fescue,Festuca baffinensis,Native,FALSE,FALSE,Baffin Fescue,S3,N5,G5,Native,Present,Do not track,,,,Festuca baffinensis
,,,,,,,,,Alberta,Vascular Plant,PMPOA2V070,Poaceae,Festuca brachyphylla,alpine fescue,Festuca brachyphylla,Native,FALSE,FALSE,Short-leaved Fescue,S4,N5,G5,Native,Present,Do not track,,,,Festuca brachyphylla
,,,,,,,ALCLA,Municipal District of Ranchland,Alberta,Vascular Plant,PMPOA2V1B0,Poaceae,Festuca campestris,mountain rough fescue,Festuca campestris,Native,FALSE,FALSE,Big Rough Fescue,S5,N5,G5,Native,Present,Do not track,,,,Festuca campestris
,,,,K&S Growers,Medieval Manor Gardens,Southern Oasis Enterprises,Edmonton Native Plant Society,Arnica Wildflowers,Alberta,Vascular Plant,PMPOA2V1A0,Poaceae,Festuca hallii,plains rough fescue,Festuca hallii,Native,FALSE,FALSE,Rough Fescue,S5,N4,G4G5,Native,Present,Do not track,,,,Festuca hallii
,,,,,,,Southern Oasis Enterprises,BrettYoung,Alberta,Vascular Plant,PMPOA2V0H1,Poaceae,Festuca idahoensis,bluebunch fescue,Festuca idahoensis,Native,FALSE,FALSE,Idaho Fescue,S5,N5,G5,Native,Present,Do not track,,,,Festuca idahoensis
,,,,,,,,,Alberta,Vascular Plant,PMPOA2V1M0,Poaceae,Festuca minutiflora,tiny-flowered fescue,Festuca minutiflora,Native,FALSE,FALSE,Small-flower Fescue,S2,N4,G5,Native,Present,Track all extant and selected historical EOs,,,,Festuca minutiflora
,,,,,,,,Southern Oasis Enterprises,Alberta,Vascular Plant,PMPOA2V0M0,Poaceae,Festuca occidentalis,western fescue,Festuca occidentalis,Native,FALSE,FALSE,Western Fescue,S2,N5,G5,Native,Present,Track all extant and selected historical EOs,,,,Festuca occidentalis
,,,,,,Bearberry Creek Greenhouse,BrettYoung,Prairie Flora Greenhouse,Alberta,Vascular Plant,PMPOA2V0N0,Poaceae,Festuca ovina,sheep fescue,Festuca ovina,Exotic,FALSE,FALSE,Sheep Fescue,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Festuca ovina
,,,,,,,,,Alberta,Vascular Plant,PMPOA2V0Q0,Poaceae,Festuca rubra,red fescue,Festuca rubra,Native,FALSE,FALSE,Red Fescue,S5,N5,G5,Native,Present,Do not track,,,,Festuca rubra
,,ALCLA,K&S Growers,Medieval Manor Gardens,Southern Oasis Enterprises,Bearberry Creek Greenhouse,Edmonton Native Plant Society,Arnica Wildflowers,Alberta,Vascular Plant,PMPOA2V0R0,Poaceae,Festuca saximontana,Rocky Mountain fescue,Festuca saximontana,Native,FALSE,FALSE,Rocky Mountain Fescue,S5,N5,G5,Native,Present,Do not track,,,,Festuca saximontana
,,,,,,,,,Alberta,Vascular Plant,PMPOA2V0R1,Poaceae,Festuca saximontana var. purpusiana,Purpus' fescue,Festuca saximontana var. purpusiana,Native,FALSE,FALSE,Purpus' Fescue,SU,N3N5,G5TNR,Native,Present,Do not track,,,,Festuca saximontana var. purpusiana
,,,,,,,,BrettYoung,Alberta,Vascular Plant,PMPOA2V0R3,Poaceae,Festuca saximontana var. saximontana,Rocky Mountain fescue,Festuca saximontana var. saximontana,Native,FALSE,FALSE,Rocky Mountain Fescue,SU,N5,G5T5,Native,Present,Do not track,,,,Festuca saximontana var. saximontana
,,,,,,,,,Alberta,Vascular Plant,PMPOA2V0T0,Poaceae,Festuca subulata,bearded fescue,Festuca subulata,Native,FALSE,FALSE,Nodding Fescue,S1,N4,G5,Native,Present,Track all extant and selected historical EOs,,,,Festuca subulata
,,,,,,,Southern Oasis Enterprises,BrettYoung,Alberta,Vascular Plant,PMPOA2V1W0,Poaceae,Festuca trachyphylla,hard fescue,Festuca trachyphylla,Exotic,FALSE,FALSE,Hard Fescue,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Festuca trachyphylla
,,,,,,,,,Alberta,Vascular Plant,PMPOA2V350,Poaceae,Festuca valesiaca,steppe fescue,Festuca valesiaca,Exotic,FALSE,FALSE,Valais Fescue,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Festuca valesiaca
,,,,,,,,,Alberta,Vascular Plant,PMPOA2V1X0,Poaceae,Festuca viviparoidea,viviparous fescue,Festuca viviparoidea,Native,FALSE,FALSE,Northern Fescue,S1,N4,G4G5,Native,Present,"Track selected extant EOs (i.e., partial tracking)",,,,Festuca viviparoidea
,,,,,,,,,Alberta,Vascular Plant,PMPOA2V1X1,Poaceae,Festuca viviparoidea ssp. krajinae,viviparous fescue,Festuca viviparoidea ssp. krajinae,Native,FALSE,FALSE,Krajina's Fescue,S1,N4,G4G5TNR,Native,Present,Track all extant and selected historical EOs,,,,Festuca viviparoidea ssp. krajinae
,,,,,,,Medieval Manor Gardens,Arnica Wildflowers,Alberta,Vascular Plant,PDROS0R030,Rosaceae,Fragaria vesca,woodland strawberry,Fragaria vesca,Native,FALSE,FALSE,Woodland Strawberry,S4,N5,G5,Native,Present,Do not track,,,,Fragaria vesca
,,,,,,,,,Alberta,Vascular Plant,PDROS0R032,Rosaceae,Fragaria vesca ssp. bracteata,woodland strawberry,Fragaria vesca ssp. bracteata,Native,FALSE,FALSE,Woodland Strawberry,SU,N5,G5T5,Native,Present,Do not track,,,,Fragaria vesca ssp. bracteata
,,,,,,,Medieval Manor Gardens,Arnica Wildflowers,Alberta,Vascular Plant,PDROS0R040,Rosaceae,Fragaria virginiana,wild strawberry,Fragaria virginiana,Native,FALSE,FALSE,Virginia Strawberry,S5,N5,G5,Native,Present,Do not track,,,,Fragaria virginiana
,,,,,,,,,Alberta,Vascular Plant,PDROS0R042,Rosaceae,Fragaria virginiana ssp. glauca,wild strawberry,Fragaria virginiana ssp. glauca,Native,FALSE,FALSE,Virginia Strawberry,SU,N5,G5T5,Native,Present,Do not track,,,,Fragaria virginiana ssp. glauca
,,,,,,,,,Alberta,Vascular Plant,PDROS0R041,Rosaceae,Fragaria virginiana ssp. platypetala,wild strawberry,Fragaria virginiana ssp. platypetala,Native,FALSE,FALSE,Virginia Strawberry,SU,N5,G5T5,Native,Present,Do not track,,,,Fragaria virginiana ssp. platypetala
